Library_ID,pop_id,Record_ID,CONTINENT,REGION,WHO_region,ISO_CTRY,ADM0,ADM0_ID,ADM1,ADM1_ID,ADM2,ADM2_ID,TypeSite,Site_name,Precision,Latitude,Longitude,PoT,Coverage,Trial,TimePeriod,Year_start,Year_end,N_rounds,Method_0,LF_species,Sex,Age_Range,Age_start,Age_end,Author,Source,Year,Approval,Reference,Blood_volu_Any_clinic,Blood_volu_Blood_smear,Blood_volu_Brugia_Rapid,Blood_volu_Chamber,Blood_volu_ELISA,Blood_volu_Filtration,Blood_volu_Hydrocele,Blood_volu_ICT,Blood_volu_IFI,Blood_volu_Knott,Blood_volu_Lymphedema,Blood_volu_New_rapid_test,Blood_volu_PCR,prev_Any_clinic,prev_Blood_smear,prev_Brugia_Rapid,prev_Chamber,prev_ELISA,prev_Filtration,prev_Hydrocele,prev_ICT,prev_IFI,prev_Knott,prev_Lymphedema,prev_New_rapid_test,prev_PCR,density_Any_clinic,density_Blood_smear,density_Brugia_Rapid,density_Chamber,density_ELISA,density_Filtration,density_Hydrocele,density_ICT,density_IFI,density_Knott,density_Lymphedema,density_New_rapid_test,density_PCR,pop_Any_clinic,pop_Blood_smear,pop_Brugia_Rapid,pop_Chamber,pop_ELISA,pop_Filtration,pop_Hydrocele,pop_ICT,pop_IFI,pop_Knott,pop_Lymphedema,pop_New_rapid_test,pop_PCR,np_Any_clinic,np_Blood_smear,np_Brugia_Rapid,np_Chamber,np_ELISA,np_Filtration,np_Hydrocele,np_ICT,np_IFI,np_Knott,np_Lymphedema,np_New_rapid_test,np_PCR,diagnostics,num_diagnostics,specificity,Comments,ICT_test,unextracted_data,Blood_volu_Others,prev_Others,density_Others,pop_Others,np_Others,object_ids
NGA0025LF,2046,LF3415NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Nasarawa,65705,Akwanga,0,Location,Gbuwhen,2,7.3115,8.6393,Preintervention,No,No,2000-2010,2000,2000,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,2,99,"Richards FO, Eigege A, Miri ES, Kal A, Umaru J, Pam D, Rakers LJ, Sambo Y, Danboyi J, Ibrahim B, Adelamo SE, Ogah G, Goshit D, Oyenekan OK, Mathieu E, Withers PC, Saka YA, Jiya J and Hopkins DR",Published paper,2011,Yes,Epidemiological and entomological evaluations after six years or more of mass drug administration for lymphatic filariasis elimination in Nigeria,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,508,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,5005 + 5006
NGA0025LF,2053,LF3422NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Plateau,65707,Kanam,0,Location,Gwamlar,3,9.7167,9.8167,Preintervention,No,No,2000-2010,2002,2002,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,2,99,"Richards FO, Eigege A, Miri ES, Kal A, Umaru J, Pam D, Rakers LJ, Sambo Y, Danboyi J, Ibrahim B, Adelamo SE, Ogah G, Goshit D, Oyenekan OK, Mathieu E, Withers PC, Saka YA, Jiya J and Hopkins DR",Published paper,2011,Yes,Epidemiological and entomological evaluations after six years or more of mass drug administration for lymphatic filariasis elimination in Nigeria,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,494,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,5019 + 5020
NGA0025LF,2058,LF3427NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Plateau,65707,Pankshin,0,Location,Lankan,1,9.3,9.3333,Preintervention,No,No,2000-2010,2000,2000,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,2,99,"Richards FO, Eigege A, Miri ES, Kal A, Umaru J, Pam D, Rakers LJ, Sambo Y, Danboyi J, Ibrahim B, Adelamo SE, Ogah G, Goshit D, Oyenekan OK, Mathieu E, Withers PC, Saka YA, Jiya J and Hopkins DR",Published paper,2011,Yes,Epidemiological and entomological evaluations after six years or more of mass drug administration for lymphatic filariasis elimination in Nigeria,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,274,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,5029 + 5030
NGA0025LF,2065,LF3434NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Nasarawa,65705,Wamba,0,Location,Maiganga,1,9,8.55,Preintervention,No,No,2000-2010,2001,2001,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,2,99,"Richards FO, Eigege A, Miri ES, Kal A, Umaru J, Pam D, Rakers LJ, Sambo Y, Danboyi J, Ibrahim B, Adelamo SE, Ogah G, Goshit D, Oyenekan OK, Mathieu E, Withers PC, Saka YA, Jiya J and Hopkins DR",Published paper,2011,Yes,Epidemiological and entomological evaluations after six years or more of mass drug administration for lymphatic filariasis elimination in Nigeria,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.047,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,486,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,5043 + 5044
NGA0025LF,2074,LF3443NG,Africa,Western Africa,AFRO/EMRO,NG,Nigeria,182,Plateau,65707,Kanke,0,Location,Seri,1,9.24,9.42,Preintervention,No,No,2000-2010,2001,2001,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,2,99,"Richards FO, Eigege A, Miri ES, Kal A, Umaru J, Pam D, Rakers LJ, Sambo Y, Danboyi J, Ibrahim B, Adelamo SE, Ogah G, Goshit D, Oyenekan OK, Mathieu E, Withers PC, Saka YA, Jiya J and Hopkins DR",Published paper,2011,Yes,Epidemiological and entomological evaluations after six years or more of mass drug administration for lymphatic filariasis elimination in Nigeria,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.106,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,527,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location + year + MDA round + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,5061 + 5062
SLE0007LF,8885,LF10596SN,Africa,Western Africa,AFRO/EMRO,SN,Sierra Leone,221,Southern,2656,Pujehun,25417,School,Potoru-Zimmi Rd,1,7.50596,-11.47897,Postintervention,Country,No,2010-on,2012,2012,2,TAS,Wuchereria bancrofti,Both,Children,6,7,"de Souza DK, Ansumana R, Sessay S, Conteh A, Koudou B, Rebollo MP, Koroma J, Boakye DA and Bockarie MJ ",Published paper,2015,Yes,The impact of residual infections on Anopheles-transmitted Wuchereria bancrofti after multiple rounds of mass drug administration,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
SLE0007LF,8886,LF10597SN,Africa,Western Africa,AFRO/EMRO,SN,Sierra Leone,221,Southern,2656,Pujehun,25417,School,Tongay/Puhejun,3,7.87012,-11.65437,Postintervention,Country,No,2010-on,2012,2012,2,TAS,Wuchereria bancrofti,Both,Children,6,7,"de Souza DK, Ansumana R, Sessay S, Conteh A, Koudou B, Rebollo MP, Koroma J, Boakye DA and Bockarie MJ ",Published paper,2015,Yes,The impact of residual infections on Anopheles-transmitted Wuchereria bancrofti after multiple rounds of mass drug administration,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
SLE0007LF,8887,LF10598SN,Africa,Western Africa,AFRO/EMRO,SN,Sierra Leone,221,Southern,2656,Pujehun,25417,School,Boma,1,7.45669,-11.6201,Postintervention,Country,No,2010-on,2012,2012,2,TAS,Wuchereria bancrofti,Both,Children,6,7,"de Souza DK, Ansumana R, Sessay S, Conteh A, Koudou B, Rebollo MP, Koroma J, Boakye DA and Bockarie MJ ",Published paper,2015,Yes,The impact of residual infections on Anopheles-transmitted Wuchereria bancrofti after multiple rounds of mass drug administration,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
SLE0007LF,8888,LF10599SN,Africa,Western Africa,AFRO/EMRO,SN,Sierra Leone,221,Southern,2656,Pujehun,25417,School,Karlu,2,7.24236,-11.76495,Postintervention,Country,No,2010-on,2012,2012,2,TAS,Wuchereria bancrofti,Both,Children,6,7,"de Souza DK, Ansumana R, Sessay S, Conteh A, Koudou B, Rebollo MP, Koroma J, Boakye DA and Bockarie MJ ",Published paper,2015,Yes,The impact of residual infections on Anopheles-transmitted Wuchereria bancrofti after multiple rounds of mass drug administration,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
SLE0007LF,8889,LF10600SN,Africa,Western Africa,AFRO/EMRO,SN,Sierra Leone,221,Southern,2656,Pujehun,25417,School,Mano Gbjeima,3,7.27357,-11.88933,Postintervention,Country,No,2010-on,2012,2012,2,TAS,Wuchereria bancrofti,Both,Children,6,7,"de Souza DK, Ansumana R, Sessay S, Conteh A, Koudou B, Rebollo MP, Koroma J, Boakye DA and Bockarie MJ ",Published paper,2015,Yes,The impact of residual infections on Anopheles-transmitted Wuchereria bancrofti after multiple rounds of mass drug administration,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
SLE0007LF,8890,LF10601SN,Africa,Western Africa,AFRO/EMRO,SN,Sierra Leone,221,Southern,2656,Pujehun,25417,School,Zimmi Makpele,2,7.31356,-11.30818,Postintervention,Country,No,2010-on,2012,2012,2,TAS,Wuchereria bancrofti,Both,Children,6,7,"de Souza DK, Ansumana R, Sessay S, Conteh A, Koudou B, Rebollo MP, Koroma J, Boakye DA and Bockarie MJ ",Published paper,2015,Yes,The impact of residual infections on Anopheles-transmitted Wuchereria bancrofti after multiple rounds of mass drug administration,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
SLE0007LF,8891,LF10602SN,Africa,Western Africa,AFRO/EMRO,SN,Sierra Leone,221,Southern,2656,Bo,25414,School,Bo,1,7.96472,-11.73833,Postintervention,Country,No,2010-on,2012,2012,2,TAS,Wuchereria bancrofti,Both,Children,6,7,"de Souza DK, Ansumana R, Sessay S, Conteh A, Koudou B, Rebollo MP, Koroma J, Boakye DA and Bockarie MJ ",Published paper,2015,Yes,The impact of residual infections on Anopheles-transmitted Wuchereria bancrofti after multiple rounds of mass drug administration,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.017,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
SLE0007LF,8892,LF10603SN,Africa,Western Africa,AFRO/EMRO,SN,Sierra Leone,221,Southern,2656,Bo,25414,School,Jembeh,2,7.844,-11.6938,Postintervention,Country,No,2010-on,2012,2012,2,TAS,Wuchereria bancrofti,Both,Children,6,7,"de Souza DK, Ansumana R, Sessay S, Conteh A, Koudou B, Rebollo MP, Koroma J, Boakye DA and Bockarie MJ ",Published paper,2015,Yes,The impact of residual infections on Anopheles-transmitted Wuchereria bancrofti after multiple rounds of mass drug administration,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.019,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
SLE0007LF,8893,LF10604SN,Africa,Western Africa,AFRO/EMRO,SN,Sierra Leone,221,Southern,2656,Bo,25414,School,Benduma,1,7.89575,-11.72976,Postintervention,Country,No,2010-on,2012,2012,2,TAS,Wuchereria bancrofti,Both,Children,6,7,"de Souza DK, Ansumana R, Sessay S, Conteh A, Koudou B, Rebollo MP, Koroma J, Boakye DA and Bockarie MJ ",Published paper,2015,Yes,The impact of residual infections on Anopheles-transmitted Wuchereria bancrofti after multiple rounds of mass drug administration,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
TGO0003LF,2315,LF4067TG,Africa,Western Africa,AFRO/EMRO,TG,Togo,243,Plateaux,2973,AMOU,27399,Location,Otowou,2,7.483333,1.033333,Preintervention,No,No,2000-2010,2001,2001,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Togo Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; TGO0003_LF2001,NA,20,NA,NA,NA,NA,0,100,NA,NA,0,NA,NA,NA,0.106,NA,NA,NA,NA,0.002,0.049,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,500,NA,NA,NA,NA,500,82,NA,NA,500,NA,NA,NA,53,NA,NA,NA,NA,1,4,NA,NA,0,NA,NA,Blood_smear + ICT + Hydrocele + Lymphedema,4,location,,NA,NA,NA,NA,NA,NA,NA,5890 + 5891 + 5892 + 5893
TGO0003LF,2319,LF4071TG,Africa,Western Africa,AFRO/EMRO,TG,Togo,243,Kara,2971,BINAH,27390,Location,P??ssar??-pouh,1,9.8,1.233333,Preintervention,No,No,2000-2010,2001,2001,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Togo Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; TGO0003_LF2001,NA,20,NA,NA,NA,NA,0,100,NA,NA,0,NA,NA,NA,0.1,NA,NA,NA,NA,0.01,0.313,NA,NA,0.02,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,500,NA,NA,NA,NA,500,83,NA,NA,500,NA,NA,NA,50,NA,NA,NA,NA,5,26,NA,NA,10,NA,NA,Blood_smear + ICT + Hydrocele + Lymphedema,4,location,,NA,NA,NA,NA,NA,NA,NA,5899 + 5900 + 5901 + 5902
TGO0003LF,2321,LF4073TG,Africa,Western Africa,AFRO/EMRO,TG,Togo,243,Kara,2971,Doufelgou,27391,Location,Koulint??,3,10.983333,0.216667,Preintervention,No,No,2000-2010,2001,2001,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Togo Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; TGO0003_LF2001,NA,20,NA,NA,NA,NA,0,100,NA,NA,0,NA,NA,NA,0.222,NA,NA,NA,NA,0,0.03,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,500,NA,NA,NA,NA,500,100,NA,NA,500,NA,NA,NA,111,NA,NA,NA,NA,0,3,NA,NA,0,NA,NA,Blood_smear + ICT + Hydrocele + Lymphedema,4,location,,NA,NA,NA,NA,NA,NA,NA,5904 + 5905 + 5906 + 5907
TGO0003LF,2325,LF4077TG,Africa,Western Africa,AFRO/EMRO,TG,Togo,243,Plateaux,2973,HAHO,65279,Location,Hahom??gb??,1,6.933333,1.033333,Preintervention,No,No,2000-2010,2001,2001,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Togo Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; TGO0003_LF2001,NA,20,NA,NA,NA,NA,0,100,NA,NA,0,NA,NA,NA,0.008,NA,NA,NA,NA,0,0.027,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,500,NA,NA,NA,NA,500,75,NA,NA,500,NA,NA,NA,4,NA,NA,NA,NA,0,2,NA,NA,0,NA,NA,Blood_smear + ICT + Hydrocele + Lymphedema,4,location,,NA,NA,NA,NA,NA,NA,NA,5913 + 5914 + 5915 + 5916
TGO0003LF,2329,LF4081TG,Africa,Western Africa,AFRO/EMRO,TG,Togo,243,Kara,2971,KOZAH,27393,Location,Soumbou,2,10.616667,0.733333,Preintervention,No,No,2000-2010,2001,2001,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Togo Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; TGO0003_LF2001,NA,20,NA,NA,NA,NA,0,100,NA,NA,0,NA,NA,NA,0.012,NA,NA,NA,NA,0,0.01,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,500,NA,NA,NA,NA,500,100,NA,NA,500,NA,NA,NA,6,NA,NA,NA,NA,0,1,NA,NA,0,NA,NA,Blood_smear + ICT + Hydrocele + Lymphedema,4,location,,NA,NA,NA,NA,NA,NA,NA,5923 + 5924 + 5925 + 5926
TGO0003LF,2332,LF4084TG,Africa,Western Africa,AFRO/EMRO,TG,Togo,243,Savanes,2974,KPENDJAL,65281,Location,Bagr??,1,10.878611,0.731111,Preintervention,No,No,2000-2010,2001,2001,0,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Togo Ministry of Health,Report,2001,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; TGO0003_LF2001,NA,20,NA,NA,NA,NA,0,100,NA,NA,0,NA,NA,NA,0.006,NA,NA,NA,NA,0,0.05,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,500,NA,NA,NA,NA,500,100,NA,NA,500,NA,NA,NA,3,NA,NA,NA,NA,0,5,NA,NA,0,NA,NA,Blood_smear + ICT + Hydrocele + Lymphedema,4,location,,NA,NA,NA,NA,NA,NA,NA,5929 + 5930 + 5931 + 5932
TGO0009LF,3376,LF4080TG,Africa,Western Africa,AFRO/EMRO,TG,Togo,243,Kara,2971,KOZAH,27393,Location,Soumbou,2,10.616667,0.733333,Postintervention,Country,No,2000-2010,2008,2008,6,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Togo Ministry of Health,Report,2008,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; TGO0015_LF2008,0,60,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0.084,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,501,501,NA,NA,NA,NA,NA,619,NA,NA,501,NA,NA,0,0,NA,NA,NA,NA,NA,52,NA,NA,0,NA,NA,Blood_smear + ICT + Lymphedema + Any_clinic,4,location + MDA round,,,NA,NA,NA,NA,NA,NA,NA
TGO0009LF,3382,LF4086TG,Africa,Western Africa,AFRO/EMRO,TG,Togo,243,Savanes,2974,KPENDJAL,65281,Location,Bagr??,1,10.878611,0.731111,Postintervention,Country,No,2000-2010,2008,2008,8,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Togo Ministry of Health,Report,2008,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; TGO0015_LF2008,0,60,NA,NA,NA,NA,NA,100,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0.003,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,500,500,NA,NA,NA,NA,NA,666,NA,NA,500,NA,NA,0,0,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,Blood_smear + ICT + Lymphedema + Any_clinic,4,location + MDA round,,,NA,NA,NA,NA,NA,NA,NA
THA0012LF,6917,LF6605TH,Asia,South-Eastern Asia,SEARO,TH,Thailand,240,Tak,2918,Umphang,27110,Sub-district,Mae Chan,99,NA,NA,Preintervention,No,No,before 2000,1998,1998,0,Mapping survey,,M/F,Adults/Children,1,99,"Bhumiratana et al., 1999",Journal,1999,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057777778,0.058,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,225,NA,NA,NA,NA,135,225,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,11,45,NA,NA,NA,NA,NA,Blood_smear + ICT + Others + Hydrocele + Any_clinic,5,Total,valid,NA,NA,NA,0.053,NA,225,12,NA
TZA0026LF,3147,LF3840TZ,Africa,Eastern Africa,AFRO/EMRO,TZ,Tanzania,257,Tanga,48381,Tanga,48506,Location,Tawalani,1,-4.866667,39.15,Postintervention,Local,Yes,2000-2010,2001,2001,1,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,1,99,"Meyrowitsch DW, Simonsen PE and Magesa SM",Published paper,2004,Yes,A 26-year follow-up of bancroftian filariasis in two communities in north-eastern Tanzania,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.201,NA,NA,NA,NA,NA,0.451,NA,NA,NA,NA,NA,NA,422,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,468,NA,NA,NA,NA,NA,468,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
TZA0026LF,3148,LF3841TZ,Africa,Eastern Africa,AFRO/EMRO,TZ,Tanzania,257,Tanga,48381,Tanga,48506,Location,Kwale,1,-4.966667,39.133333,Postintervention,Local,Yes,2000-2010,2001,2001,1,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,1,99,"Meyrowitsch DW, Simonsen PE and Magesa SM",Published paper,2004,Yes,A 26-year follow-up of bancroftian filariasis in two communities in north-eastern Tanzania,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.167,NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,556,NA,NA,NA,NA,NA,556,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,242,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
UGA0006LF,2391,LF4154UG,Africa,Eastern Africa,AFRO/EMRO,UG,Uganda,253,TESO,0,Katakwi,0,Location,Obalanga,2,2.172778,33.582778,Postintervention,Country,No,2010-on,2010,2010,5,SS/Spot,Wuchereria bancrofti,Both,Adults/Children,0,0,Uganda Ministry of Health,Report,2010,No,Programme to Eliminate Lymphatic Filariasis. Country Report WHO; UGA0014_LF2010,NA,20,NA,NA,NA,NA,0,100,NA,NA,0,NA,NA,NA,0.004,NA,NA,NA,NA,0.063,0,NA,NA,0.003,NA,NA,NA,183.7,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,519,NA,NA,NA,NA,270,132,NA,NA,667,NA,NA,NA,2,NA,NA,NA,NA,17,0,NA,NA,2,NA,NA,Blood_smear + ICT + Hydrocele + Lymphedema,4,location + year + MDA round + Pre/Post Intervention,,NA,NA,NA,NA,NA,NA,NA,6039 + 6040 + 6041 + 6042
