specificity,file_path,row_num,row_id,field_citation,field_iso3,parent_id,input_type,modelable_entity_id,modelable_entity_name,underlying_nid,underlying_field_citation_value,page_num,table_num,source_type,location_name,location_name_2,location_id_2,location flag,location_id,ihme_loc_id,smaller_site_unit,site_memo,representative_name,urbanicity_type,recall_type,recall_type_value,sampling_type,lat,long,latlong_source+S:Z,location type,geo_accuracy,geo_precision,shape_type,poly_type,buffer_radius,poly_reference,poly_id,poly_id_field_name,site_notes,sex,sex_issue,year_start,month_start,year_end,month_end,year_accuracy,year_issue,age_start,age_end,age_issue,age_demographer,measure,range_only,range_lower,range_upper,mean,lower,upper,standard_error,effective_sample_size,cases,sample_size,mf_density_pos,mf_density_tot,density issue,density notes,design_effect,unit_type,unit_value_as_published,measure_issue,measure_adjustment,uncertainty_type,uncertainty_type_value,response_rate,case_name,case_definition,case_diagnostics,filarial species,vector Culex,vector Anopheles,vector Aedes,vector Mansonia,dominant vector,group,unique,group_review,note_modeler,note_SR,Exclude,extractor,is_outlier,data_sheet_filepath,cv_TxNum,cv_TxPerc,COMMENTS,cv_MDAbase,cv_MDAend,cv_MDAschool,n_rounds,cv_SS,cv_spotcheck,cv_LQAS,cv_mapping_survey,cv_ICT,cv_blood_smear,cv_filter,cv_Og4C3,cv_oth_diag,cv_vector control,cv_OtherIntervention1,cv_OtherIntervention2,InterventionType,cv_Slum,CityName,cv_Pregnant,cv_Indigenous,GroupName,cv_DxType,cv_NumStools,cv_DxConcentration,loc_id,title,nid,diag_BS,diag_ICT,diag_ELISA_Ab,diag_ELISA_Ag,diag_other,V2,Comments_KK
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Won_Assessing_Impact_Missed_MDA_Haiti.PDF,4425,82,"#*#Author#*#Won KY, de Rochars MB, Kyelem D, Streit TG, Lammie PJ. #*#Title#*#Assessing the Impact of a Missed Mass Drug Administration in Haiti. #*#Journal#*#Plos Neglected Tropical Diseases. #*#Date#*#2009 Aug;#*#Volume#*#3(8)#*#Pages#*#:e443.",HTI,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Haiti|HTI,,NA,NA,114,HTI,1,"Leogane town, Leogane",Representative for subnational location only,unknown,Point,NA,,18.510478,-72.627547,,,0,0,point,,NA,,NA,,,Both,NA,2003,,2003,,0,NA,0,99,1,1,prevalence,NA,NA,NA,0.300534759,NA,NA,NA,NA,NA,206,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenemia,CFA in blood,ICT test postive,Wuchereria bancrofti,1,NA,NA,NA,Culex,1450,1450,NA,NA,No age range given.,NA,cserway,0,NA,NA,,,NA,1,NA,3,1,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,Assessing the Impact of a Missed Mass Drug Administration in Haiti,288867,NA,1,0,NA,0,11,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Won_Assessing_Impact_Missed_MDA_Haiti.PDF,4426,82,"#*#Author#*#Won KY, de Rochars MB, Kyelem D, Streit TG, Lammie PJ. #*#Title#*#Assessing the Impact of a Missed Mass Drug Administration in Haiti. #*#Journal#*#Plos Neglected Tropical Diseases. #*#Date#*#2009 Aug;#*#Volume#*#3(8)#*#Pages#*#:e443.",HTI,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Haiti|HTI,,NA,NA,114,HTI,1,"Masson-Mathieu, Leogane",Representative for subnational location only,unknown,Point,NA,,18.51667,-72.58333,,,1,0,point,,NA,,NA,,,Both,NA,2003,,2003,,0,NA,0,99,1,1,prevalence,NA,NA,NA,0.201069519,NA,NA,NA,NA,NA,443,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenemia,CFA in blood,ICT test postive,Wuchereria bancrofti,1,NA,NA,NA,Culex,1451,1451,NA,NA,No age range given.,NA,cserway,0,NA,NA,,,NA,1,NA,3,1,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,Assessing the Impact of a Missed Mass Drug Administration in Haiti,288867,NA,1,0,NA,0,11,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Won_Assessing_Impact_Missed_MDA_Haiti.PDF,4427,82,"#*#Author#*#Won KY, de Rochars MB, Kyelem D, Streit TG, Lammie PJ. #*#Title#*#Assessing the Impact of a Missed Mass Drug Administration in Haiti. #*#Journal#*#Plos Neglected Tropical Diseases. #*#Date#*#2009 Aug;#*#Volume#*#3(8)#*#Pages#*#:e443.",HTI,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Haiti|HTI,,NA,NA,114,HTI,1,"Leogane town, Leogane",Representative for subnational location only,unknown,Point,NA,,18.510478,-72.627547,,,0,0,point,,NA,,NA,,,Both,NA,2004,,2004,,0,NA,0,99,1,1,prevalence,NA,NA,NA,0.221390374,NA,NA,NA,NA,NA,328,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenemia,CFA in blood,ICT test postive,Wuchereria bancrofti,1,NA,NA,NA,Culex,1452,1452,NA,NA,No age range given.,NA,cserway,0,NA,NA,,,NA,1,NA,4,1,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,Assessing the Impact of a Missed Mass Drug Administration in Haiti,288867,NA,1,0,NA,0,11,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Won_Assessing_Impact_Missed_MDA_Haiti.PDF,4428,82,"#*#Author#*#Won KY, de Rochars MB, Kyelem D, Streit TG, Lammie PJ. #*#Title#*#Assessing the Impact of a Missed Mass Drug Administration in Haiti. #*#Journal#*#Plos Neglected Tropical Diseases. #*#Date#*#2009 Aug;#*#Volume#*#3(8)#*#Pages#*#:e443.",HTI,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Haiti|HTI,,NA,NA,114,HTI,1,"Masson-Mathieu, Leogane",Representative for subnational location only,unknown,Point,NA,,18.51667,-72.58333,,,1,0,point,,NA,,NA,,,Both,NA,2004,,2004,,0,NA,0,99,1,1,prevalence,NA,NA,NA,0.096256684,NA,NA,NA,NA,NA,337,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenemia,CFA in blood,ICT test postive,Wuchereria bancrofti,1,NA,NA,NA,Culex,1453,1453,NA,NA,No age range given.,NA,cserway,0,NA,NA,,,NA,1,NA,4,1,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,Assessing the Impact of a Missed Mass Drug Administration in Haiti,288867,NA,1,0,NA,0,11,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Won_Assessing_Impact_Missed_MDA_Haiti.PDF,4429,82,"#*#Author#*#Won KY, de Rochars MB, Kyelem D, Streit TG, Lammie PJ. #*#Title#*#Assessing the Impact of a Missed Mass Drug Administration in Haiti. #*#Journal#*#Plos Neglected Tropical Diseases. #*#Date#*#2009 Aug;#*#Volume#*#3(8)#*#Pages#*#:e443.",HTI,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Haiti|HTI,,NA,NA,114,HTI,1,"Leogane town, Leogane",Representative for subnational location only,unknown,Point,NA,,18.510478,-72.627547,,,0,0,point,,NA,,NA,,,Both,NA,2005,,2005,,0,NA,0,99,1,1,prevalence,NA,NA,NA,0.234224599,NA,NA,NA,NA,NA,509,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenemia,CFA in blood,ICT test postive,Wuchereria bancrofti,1,NA,NA,NA,Culex,1454,1454,NA,NA,No age range given.,NA,cserway,0,NA,NA,,,NA,1,NA,5,1,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,Assessing the Impact of a Missed Mass Drug Administration in Haiti,288867,NA,1,0,NA,0,11,
total,J:\Project\NTDS\data\LF\Exctracted PDFs\Won_Assessing_Impact_Missed_MDA_Haiti.PDF,4430,82,"#*#Author#*#Won KY, de Rochars MB, Kyelem D, Streit TG, Lammie PJ. #*#Title#*#Assessing the Impact of a Missed Mass Drug Administration in Haiti. #*#Journal#*#Plos Neglected Tropical Diseases. #*#Date#*#2009 Aug;#*#Volume#*#3(8)#*#Pages#*#:e443.",HTI,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Haiti|HTI,,NA,NA,114,HTI,1,"Masson-Mathieu, Leogane",Representative for subnational location only,unknown,Point,NA,,18.51667,-72.58333,,,1,0,point,,NA,,NA,,,Both,NA,2005,,2005,,0,NA,0,99,1,1,prevalence,NA,NA,NA,0.082352941,NA,NA,NA,NA,NA,551,NA,NA,NA,,NA,person,1,0,NA,NA,NA,NA,antigenemia,CFA in blood,ICT test postive,Wuchereria bancrofti,1,NA,NA,NA,Culex,1455,1455,NA,NA,No age range given.,NA,cserway,0,NA,NA,,,NA,1,NA,5,1,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,Assessing the Impact of a Missed Mass Drug Administration in Haiti,288867,NA,1,0,NA,0,11,
location and species,J:\Project\NTDS\data\LF\Exctracted PDFs\Leang_Disease_Infection_LF_Cambodia.pdf,951,43,"#*#Author#*#Leang R, Socheat D, Bin B, Bunkea T, Odermatt P. #*#Title#*#Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia. #*#Journal#*#Tropical Medicine & International Health. #*#Date#*#2004 Oct;#*#Volume#*#9(10)#*#Pages#*#:1115–20.",KHM,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,1119,5,Survey - cross-sectional,Cambodia|KHM,,NA,NA,10,KHM,1,Mondulkiri,Representative for subnational location only,Unknown,Point,NA,,NA,NA,,province,0,0,polygon,admin,NA,J:\WORK\11_geospatial\06_original shapefiles\GAUL_admin\admin1\g2015_2001_1\g2015_2001_1.shp,803,ADM1_CODE,,Both,0,2001,Feb,2001,Apr,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,0,898,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in a 60 cmm blood smear,Wuchereria bancrofti,1,1,1,1,,156,156.01,NA,NA,"Some participants (36) selected because they showed symptoms of the leg or scrotum, but most were recruited from randomly selected households.",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia,288839,1,NA,0,NA,0,17,
location and species,J:\Project\NTDS\data\LF\Exctracted PDFs\Leang_Disease_Infection_LF_Cambodia.pdf,952,43,"#*#Author#*#Leang R, Socheat D, Bin B, Bunkea T, Odermatt P. #*#Title#*#Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia. #*#Journal#*#Tropical Medicine & International Health. #*#Date#*#2004 Oct;#*#Volume#*#9(10)#*#Pages#*#:1115–20.",KHM,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,1119,5,Survey - cross-sectional,Cambodia|KHM,,NA,NA,10,KHM,1,Mondulkiri,Representative for subnational location only,Unknown,Point,NA,,NA,NA,,province,0,0,polygon,admin,NA,J:\WORK\11_geospatial\06_original shapefiles\GAUL_admin\admin1\g2015_2001_1\g2015_2001_1.shp,803,ADM1_CODE,,Both,0,2001,Feb,2001,Apr,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,0,898,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in a 60 cmm blood smear,Brugia malayi,1,1,1,1,,156,156.02,NA,NA,"Some participants (36) selected because they showed symptoms of the leg or scrotum, but most were recruited from randomly selected households.",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia,288839,1,NA,0,NA,0,17,
location and species,J:\Project\NTDS\data\LF\Exctracted PDFs\Leang_Disease_Infection_LF_Cambodia.pdf,953,43,"#*#Author#*#Leang R, Socheat D, Bin B, Bunkea T, Odermatt P. #*#Title#*#Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia. #*#Journal#*#Tropical Medicine & International Health. #*#Date#*#2004 Oct;#*#Volume#*#9(10)#*#Pages#*#:1115–20.",KHM,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,1119,5,Survey - cross-sectional,Cambodia|KHM,,NA,NA,10,KHM,1,Mondulkiri,Representative for subnational location only,Unknown,Point,NA,,NA,NA,,province,0,0,polygon,admin,NA,J:\WORK\11_geospatial\06_original shapefiles\GAUL_admin\admin1\g2015_2001_1\g2015_2001_1.shp,803,ADM1_CODE,,Both,0,2001,Feb,2001,Apr,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,0,898,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenaemia,CFA in blood,ICT card test postive,Wuchereria bancrofti,1,1,1,1,,156,156.03,NA,NA,"Some participants (36) selected because they showed symptoms of the leg or scrotum, but most were recruited from randomly selected households.",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia,288839,NA,1,0,NA,0,17,
location and species,J:\Project\NTDS\data\LF\Exctracted PDFs\Leang_Disease_Infection_LF_Cambodia.pdf,954,43,"#*#Author#*#Leang R, Socheat D, Bin B, Bunkea T, Odermatt P. #*#Title#*#Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia. #*#Journal#*#Tropical Medicine & International Health. #*#Date#*#2004 Oct;#*#Volume#*#9(10)#*#Pages#*#:1115–20.",KHM,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,1119,5,Survey - cross-sectional,Cambodia|KHM,,NA,NA,10,KHM,1,Preah Vihear,Representative for subnational location only,Unknown,Point,NA,,NA,NA,,province,0,0,polygon,admin,NA,J:\WORK\11_geospatial\06_original shapefiles\GAUL_admin\admin1\g2015_2001_1\g2015_2001_1.shp,807,ADM1_CODE,,Both,0,2001,Feb,2001,Apr,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,0,919,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in a 60 cmm blood smear,Wuchereria bancrofti,1,1,1,1,,156,156.04,NA,NA,"Some participants (26) selected because they showed symptoms of the leg or scrotum, but most were recruited from randomly selected households.",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia,288839,1,NA,0,NA,0,17,
location and species,J:\Project\NTDS\data\LF\Exctracted PDFs\Leang_Disease_Infection_LF_Cambodia.pdf,955,43,"#*#Author#*#Leang R, Socheat D, Bin B, Bunkea T, Odermatt P. #*#Title#*#Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia. #*#Journal#*#Tropical Medicine & International Health. #*#Date#*#2004 Oct;#*#Volume#*#9(10)#*#Pages#*#:1115–20.",KHM,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,1119,5,Survey - cross-sectional,Cambodia|KHM,,NA,NA,10,KHM,1,Preah Vihear,Representative for subnational location only,Unknown,Point,NA,,NA,NA,,province,0,0,polygon,admin,NA,J:\WORK\11_geospatial\06_original shapefiles\GAUL_admin\admin1\g2015_2001_1\g2015_2001_1.shp,807,ADM1_CODE,,Both,0,2001,Feb,2001,Apr,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,0,919,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in a 60 cmm blood smear,Brugia malayi,1,1,1,1,,156,156.05,NA,NA,"Some participants (26) selected because they showed symptoms of the leg or scrotum, but most were recruited from randomly selected households.",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia,288839,1,NA,0,NA,0,17,
location and species,J:\Project\NTDS\data\LF\Exctracted PDFs\Leang_Disease_Infection_LF_Cambodia.pdf,956,43,"#*#Author#*#Leang R, Socheat D, Bin B, Bunkea T, Odermatt P. #*#Title#*#Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia. #*#Journal#*#Tropical Medicine & International Health. #*#Date#*#2004 Oct;#*#Volume#*#9(10)#*#Pages#*#:1115–20.",KHM,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,1119,5,Survey - cross-sectional,Cambodia|KHM,,NA,NA,10,KHM,1,Preah Vihear,Representative for subnational location only,Unknown,Point,NA,,NA,NA,,province,0,0,polygon,admin,NA,J:\WORK\11_geospatial\06_original shapefiles\GAUL_admin\admin1\g2015_2001_1\g2015_2001_1.shp,807,ADM1_CODE,,Both,0,2001,Feb,2001,Apr,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,2,919,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenaemia,CFA in blood,ICT card test postive,Wuchereria bancrofti,1,1,1,1,,156,156.06,NA,NA,"Some participants (26) selected because they showed symptoms of the leg or scrotum, but most were recruited from randomly selected households.",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia,288839,NA,1,0,NA,0,17,
location and species,J:\Project\NTDS\data\LF\Exctracted PDFs\Leang_Disease_Infection_LF_Cambodia.pdf,957,43,"#*#Author#*#Leang R, Socheat D, Bin B, Bunkea T, Odermatt P. #*#Title#*#Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia. #*#Journal#*#Tropical Medicine & International Health. #*#Date#*#2004 Oct;#*#Volume#*#9(10)#*#Pages#*#:1115–20.",KHM,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,1119,5,Survey - cross-sectional,Cambodia|KHM,,NA,NA,10,KHM,1,Ratanak Kiri,Representative for subnational location only,Unknown,Point,NA,,NA,NA,,province,0,0,polygon,admin,NA,J:\WORK\11_geospatial\06_original shapefiles\GAUL_admin\admin1\g2015_2001_1\g2015_2001_1.shp,810,ADM1_CODE,,Both,0,2001,Feb,2001,Apr,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,2,618,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in a 60 cmm blood smear,Wuchereria bancrofti,1,1,1,1,,156,156.07,NA,NA,"Some participants (77) selected because they showed symptoms of the leg or scrotum, but most were recruited from randomly selected households.",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia,288839,1,NA,0,NA,0,17,
location and species,J:\Project\NTDS\data\LF\Exctracted PDFs\Leang_Disease_Infection_LF_Cambodia.pdf,958,43,"#*#Author#*#Leang R, Socheat D, Bin B, Bunkea T, Odermatt P. #*#Title#*#Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia. #*#Journal#*#Tropical Medicine & International Health. #*#Date#*#2004 Oct;#*#Volume#*#9(10)#*#Pages#*#:1115–20.",KHM,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,1119,5,Survey - cross-sectional,Cambodia|KHM,,NA,NA,10,KHM,1,Ratanak Kiri,Representative for subnational location only,Unknown,Point,NA,,NA,NA,,province,0,0,polygon,admin,NA,J:\WORK\11_geospatial\06_original shapefiles\GAUL_admin\admin1\g2015_2001_1\g2015_2001_1.shp,810,ADM1_CODE,,Both,0,2001,Feb,2001,Apr,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,5,618,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in a 60 cmm blood smear,Brugia malayi,1,1,1,1,,156,156.08,NA,NA,"Some participants (77) selected because they showed symptoms of the leg or scrotum, but most were recruited from randomly selected households.",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia,288839,1,NA,0,NA,0,17,
location and species,J:\Project\NTDS\data\LF\Exctracted PDFs\Leang_Disease_Infection_LF_Cambodia.pdf,959,43,"#*#Author#*#Leang R, Socheat D, Bin B, Bunkea T, Odermatt P. #*#Title#*#Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia. #*#Journal#*#Tropical Medicine & International Health. #*#Date#*#2004 Oct;#*#Volume#*#9(10)#*#Pages#*#:1115–20.",KHM,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,1119,5,Survey - cross-sectional,Cambodia|KHM,,NA,NA,10,KHM,1,Ratanak Kiri,Representative for subnational location only,Unknown,Point,NA,,NA,NA,,province,0,0,polygon,admin,NA,J:\WORK\11_geospatial\06_original shapefiles\GAUL_admin\admin1\g2015_2001_1\g2015_2001_1.shp,810,ADM1_CODE,,Both,0,2001,Feb,2001,Apr,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,12,618,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenaemia,CFA in blood,ICT card test postive,Wuchereria bancrofti,1,1,1,1,,156,156.09,NA,NA,"Some participants (77) selected because they showed symptoms of the leg or scrotum, but most were recruited from randomly selected households.",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia,288839,NA,1,0,NA,0,17,
location and species,J:\Project\NTDS\data\LF\Exctracted PDFs\Leang_Disease_Infection_LF_Cambodia.pdf,960,43,"#*#Author#*#Leang R, Socheat D, Bin B, Bunkea T, Odermatt P. #*#Title#*#Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia. #*#Journal#*#Tropical Medicine & International Health. #*#Date#*#2004 Oct;#*#Volume#*#9(10)#*#Pages#*#:1115–20.",KHM,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,1119,5,Survey - cross-sectional,Cambodia|KHM,,NA,NA,10,KHM,1,Stung Treng,Representative for subnational location only,Unknown,Point,NA,,NA,NA,,province,0,0,polygon,admin,NA,J:\WORK\11_geospatial\06_original shapefiles\GAUL_admin\admin1\g2015_2001_1\g2015_2001_1.shp,812,ADM1_CODE,,Both,0,2001,Feb,2001,Apr,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,1,1055,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in a 60 cmm blood smear,Wuchereria bancrofti,1,1,1,1,,156,156.1,NA,NA,"Some participants (81) selected because they showed symptoms of the leg or scrotum, but most were recruited from randomly selected households.",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia,288839,1,NA,0,NA,0,17,
location and species,J:\Project\NTDS\data\LF\Exctracted PDFs\Leang_Disease_Infection_LF_Cambodia.pdf,961,43,"#*#Author#*#Leang R, Socheat D, Bin B, Bunkea T, Odermatt P. #*#Title#*#Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia. #*#Journal#*#Tropical Medicine & International Health. #*#Date#*#2004 Oct;#*#Volume#*#9(10)#*#Pages#*#:1115–20.",KHM,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,1119,5,Survey - cross-sectional,Cambodia|KHM,,NA,NA,10,KHM,1,Stung Treng,Representative for subnational location only,Unknown,Point,NA,,NA,NA,,province,0,0,polygon,admin,NA,J:\WORK\11_geospatial\06_original shapefiles\GAUL_admin\admin1\g2015_2001_1\g2015_2001_1.shp,812,ADM1_CODE,,Both,0,2001,Feb,2001,Apr,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,0,1055,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilariae,microfilariae in the blood,microfilariae in a 60 cmm blood smear,Brugia malayi,1,1,1,1,,156,156.11,NA,NA,"Some participants (81) selected because they showed symptoms of the leg or scrotum, but most were recruited from randomly selected households.",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia,288839,1,NA,0,NA,0,17,
location and species,J:\Project\NTDS\data\LF\Exctracted PDFs\Leang_Disease_Infection_LF_Cambodia.pdf,962,43,"#*#Author#*#Leang R, Socheat D, Bin B, Bunkea T, Odermatt P. #*#Title#*#Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia. #*#Journal#*#Tropical Medicine & International Health. #*#Date#*#2004 Oct;#*#Volume#*#9(10)#*#Pages#*#:1115–20.",KHM,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,1119,5,Survey - cross-sectional,Cambodia|KHM,,NA,NA,10,KHM,1,Stung Treng,Representative for subnational location only,Unknown,Point,NA,,NA,NA,,province,0,0,polygon,admin,NA,J:\WORK\11_geospatial\06_original shapefiles\GAUL_admin\admin1\g2015_2001_1\g2015_2001_1.shp,812,ADM1_CODE,,Both,0,2001,Feb,2001,Apr,0,NA,0,99,1,1,prevalence,NA,NA,NA,NA,NA,NA,NA,NA,4,1055,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenaemia,CFA in blood,ICT card test postive,Wuchereria bancrofti,1,1,1,1,,156,156.12,NA,NA,"Some participants (81) selected because they showed symptoms of the leg or scrotum, but most were recruited from randomly selected households.",NA,cserway,0,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Assessment of disease and infection of lymphatic filariasis in Northeastern Cambodia,288839,NA,1,0,NA,0,17,
